ItemCode,ItemDescribe,ItemType,ItemStrength,ItemDegreeExposure,SomechBuyton
b1141,ב15 פוליה ש4 ח1,1,1,1,4
b1142,ב15 פוליה ש4 ח2,1,1,2,4
b1143,ב15 פוליה ש4 ח3,1,1,3,4
b1144,ב15 פוליה ש4 ח4,1,1,4,4
b1145,ב15 פוליה ש4 ח5,1,1,5,4
b1146,ב15 פוליה ש4 ח6,1,1,6,4
b1147,ב15 פוליה ש4 ח7,1,1,7,4
b1148,ב15 פוליה ש4 ח8,1,1,8,4
b1149,ב15 פוליה ש4 ח9,1,1,9,4
b1151,ב15 פוליה ש5 ח1,1,1,1,5
b1152,ב15 פוליה ש5 ח2,1,1,2,5
b1153,ב15 פוליה ש5 ח3,1,1,3,5
b1154,ב15 פוליה ש5 ח4,1,1,4,5
b1155,ב15 פוליה ש5 ח5,1,1,5,5
b1156,ב15 פוליה ש5 ח6,1,1,6,5
b1157,ב15 פוליה ש5 ח7,1,1,7,5
b1158,ב15 פוליה ש5 ח8,1,1,8,5
b1159,ב15 פוליה ש5 ח9,1,1,9,5
b1161,ב15 פוליה ש6 ח1,1,1,1,6
b1162,ב15 פוליה ש6 ח2,1,1,2,6
b1163,ב15 פוליה ש6 ח3,1,1,3,6
b1164,ב15 פוליה ש6 ח4,1,1,4,6
b1165,ב15 פוליה ש6 ח5,1,1,5,6
b1166,ב15 פוליה ש6 ח6,1,1,6,6
b1167,ב15 פוליה ש6 ח7,1,1,7,6
b1168,ב15 פוליה ש6 ח8,1,1,8,6
b1169,ב15 פוליה ש6 ח9,1,1,9,6
b1171,ב15 פוליה ש7 ח1,1,1,1,7
b1172,ב15 פוליה ש7 ח2,1,1,2,7
b1173,ב15 פוליה ש7 ח3,1,1,3,7
b1174,ב15 פוליה ש7 ח4,1,1,4,7
b1175,ב15 פוליה ש7 ח5,1,1,5,7
b1176,ב15 פוליה ש7 ח6,1,1,6,7
b1177,ב15 פוליה ש7 ח7,1,1,7,7
b1178,ב15 פוליה ש7 ח8,1,1,8,7
b1179,ב15 פוליה ש7 ח9,1,1,9,7
b1181,ב15 פוליה ש8 ח1,1,1,1,8
b1182,ב15 פוליה ש8 ח2,1,1,2,8
b1183,ב15 פוליה ש8 ח3,1,1,3,8
b1184,ב15 פוליה ש8 ח4,1,1,4,8
b1185,ב15 פוליה ש8 ח5,1,1,5,8
b1186,ב15 פוליה ש8 ח6,1,1,6,8
b1187,ב15 פוליה ש8 ח7,1,1,7,8
b1188,ב15 פוליה ש8 ח8,1,1,8,8
b1189,ב15 פוליה ש8 ח9,1,1,9,8
b1241,ב15 משאבה ש4 ח1,2,1,1,4
b1242,ב15 משאבה ש4 ח2,2,1,2,4
b1243,ב15 משאבה ש4 ח3,2,1,3,4
b1244,ב15 משאבה ש4 ח4,2,1,4,4
b1245,ב15 משאבה ש4 ח5,2,1,5,4
b1246,ב15 משאבה ש4 ח6,2,1,6,4
b1247,ב15 משאבה ש4 ח7,2,1,7,4
b1248,ב15 משאבה ש4 ח8,2,1,8,4
b1249,ב15 משאבה ש4 ח9,2,1,9,4
b1251,ב15 משאבה ש5 ח1,2,1,1,5
b1252,ב15 משאבה ש5 ח2,2,1,2,5
b1253,ב15 משאבה ש5 ח3,2,1,3,5
b1254,ב15 משאבה ש5 ח4,2,1,4,5
b1255,ב15 משאבה ש5 ח5,2,1,5,5
b1256,ב15 משאבה ש5 ח6,2,1,6,5
b1257,ב15 משאבה ש5 ח7,2,1,7,5
b1258,ב15 משאבה ש5 ח8,2,1,8,5
b1259,ב15 משאבה ש5 ח9,2,1,9,5
b1261,ב15 משאבה ש6 ח1,2,1,1,6
b1262,ב15 משאבה ש6 ח2,2,1,2,6
b1263,ב15 משאבה ש6 ח3,2,1,3,6
b1264,ב15 משאבה ש6 ח4,2,1,4,6
b1265,ב15 משאבה ש6 ח5,2,1,5,6
b1266,ב15 משאבה ש6 ח6,2,1,6,6
b1267,ב15 משאבה ש6 ח7,2,1,7,6
b1268,ב15 משאבה ש6 ח8,2,1,8,6
b1269,ב15 משאבה ש6 ח9,2,1,9,6
b1271,ב15 משאבה ש7 ח1,2,1,1,7
b1272,ב15 משאבה ש7 ח2,2,1,2,7
b1273,ב15 משאבה ש7 ח3,2,1,3,7
b1274,ב15 משאבה ש7 ח4,2,1,4,7
b1275,ב15 משאבה ש7 ח5,2,1,5,7
b1276,ב15 משאבה ש7 ח6,2,1,6,7
b1277,ב15 משאבה ש7 ח7,2,1,7,7
b1278,ב15 משאבה ש7 ח8,2,1,8,7
b1279,ב15 משאבה ש7 ח9,2,1,9,7
b1281,ב15 משאבה ש8 ח1,2,1,1,8
b1282,ב15 משאבה ש8 ח2,2,1,2,8
b1283,ב15 משאבה ש8 ח3,2,1,3,8
b1284,ב15 משאבה ש8 ח4,2,1,4,8
b1285,ב15 משאבה ש8 ח5,2,1,5,8
b1286,ב15 משאבה ש8 ח6,2,1,6,8
b1287,ב15 משאבה ש8 ח7,2,1,7,8
b1288,ב15 משאבה ש8 ח8,2,1,8,8
b1289,ב15 משאבה ש8 ח9,2,1,9,8
b1341,ב15 עדש ש4 ח1,3,1,1,4
b1342,ב15 עדש ש4 ח2,3,1,2,4
b1343,ב15 עדש ש4 ח3,3,1,3,4
b1344,ב15 עדש ש4 ח4,3,1,4,4
b1345,ב15 עדש ש4 ח5,3,1,5,4
b1346,ב15 עדש ש4 ח6,3,1,6,4
b1347,ב15 עדש ש4 ח7,3,1,7,4
b1348,ב15 עדש ש4 ח8,3,1,8,4
b1349,ב15 עדש ש4 ח9,3,1,9,4
b1351,ב15 עדש ש5 ח1,3,1,1,5
b1352,ב15 עדש ש5 ח2,3,1,2,5
b1353,ב15 עדש ש5 ח3,3,1,3,5
b1354,ב15 עדש ש5 ח4,3,1,4,5
b1355,ב15 עדש ש5 ח5,3,1,5,5
b1356,ב15 עדש ש5 ח6,3,1,6,5
b1357,ב15 עדש ש5 ח7,3,1,7,5
b1358,ב15 עדש ש5 ח8,3,1,8,5
b1359,ב15 עדש ש5 ח9,3,1,9,5
b1361,ב15 עדש ש6 ח1,3,1,1,6
b1362,ב15 עדש ש6 ח2,3,1,2,6
b1363,ב15 עדש ש6 ח3,3,1,3,6
b1364,ב15 עדש ש6 ח4,3,1,4,6
b1365,ב15 עדש ש6 ח5,3,1,5,6
b1366,ב15 עדש ש6 ח6,3,1,6,6
b1367,ב15 עדש ש6 ח7,3,1,7,6
b1368,ב15 עדש ש6 ח8,3,1,8,6
b1369,ב15 עדש ש6 ח9,3,1,9,6
b1371,ב15 עדש ש7 ח1,3,1,1,7
b1372,ב15 עדש ש7 ח2,3,1,2,7
b1373,ב15 עדש ש7 ח3,3,1,3,7
b1374,ב15 עדש ש7 ח4,3,1,4,7
b1375,ב15 עדש ש7 ח5,3,1,5,7
b1376,ב15 עדש ש7 ח6,3,1,6,7
b1377,ב15 עדש ש7 ח7,3,1,7,7
b1378,ב15 עדש ש7 ח8,3,1,8,7
b1379,ב15 עדש ש7 ח9,3,1,9,7
b1381,ב15 עדש ש8 ח1,3,1,1,8
b1382,ב15 עדש ש8 ח2,3,1,2,8
b1383,ב15 עדש ש8 ח3,3,1,3,8
b1384,ב15 עדש ש8 ח4,3,1,4,8
b1385,ב15 עדש ש8 ח5,3,1,5,8
b1386,ב15 עדש ש8 ח6,3,1,6,8
b1387,ב15 עדש ש8 ח7,3,1,7,8
b1388,ב15 עדש ש8 ח8,3,1,8,8
b1389,ב15 עדש ש8 ח9,3,1,9,8
b1441,ב15 ללפ ש4 ח1,4,1,1,4
b1442,ב15 ללפ ש4 ח2,4,1,2,4
b1443,ב15 ללפ ש4 ח3,4,1,3,4
b1444,ב15 ללפ ש4 ח4,4,1,4,4
b1445,ב15 ללפ ש4 ח5,4,1,5,4
b1446,ב15 ללפ ש4 ח6,4,1,6,4
b1447,ב15 ללפ ש4 ח7,4,1,7,4
b1448,ב15 ללפ ש4 ח8,4,1,8,4
b1449,ב15 ללפ ש4 ח9,4,1,9,4
b1451,ב15 ללפ ש5 ח1,4,1,1,5
b1452,ב15 ללפ ש5 ח2,4,1,2,5
b1453,ב15 ללפ ש5 ח3,4,1,3,5
b1454,ב15 ללפ ש5 ח4,4,1,4,5
b1455,ב15 ללפ ש5 ח5,4,1,5,5
b1456,ב15 ללפ ש5 ח6,4,1,6,5
b1457,ב15 ללפ ש5 ח7,4,1,7,5
b1458,ב15 ללפ ש5 ח8,4,1,8,5
b1459,ב15 ללפ ש5 ח9,4,1,9,5
b1461,ב15 ללפ ש6 ח1,4,1,1,6
b1462,ב15 ללפ ש6 ח2,4,1,2,6
b1463,ב15 ללפ ש6 ח3,4,1,3,6
b1464,ב15 ללפ ש6 ח4,4,1,4,6
b1465,ב15 ללפ ש6 ח5,4,1,5,6
b1466,ב15 ללפ ש6 ח6,4,1,6,6
b1467,ב15 ללפ ש6 ח7,4,1,7,6
b1468,ב15 ללפ ש6 ח8,4,1,8,6
b1469,ב15 ללפ ש6 ח9,4,1,9,6
b1471,ב15 ללפ ש7 ח1,4,1,1,7
b1472,ב15 ללפ ש7 ח2,4,1,2,7
b1473,ב15 ללפ ש7 ח3,4,1,3,7
b1474,ב15 ללפ ש7 ח4,4,1,4,7
b1475,ב15 ללפ ש7 ח5,4,1,5,7
b1476,ב15 ללפ ש7 ח6,4,1,6,7
b1477,ב15 ללפ ש7 ח7,4,1,7,7
b1478,ב15 ללפ ש7 ח8,4,1,8,7
b1479,ב15 ללפ ש7 ח9,4,1,9,7
b1481,ב15 ללפ ש8 ח1,4,1,1,8
b1482,ב15 ללפ ש8 ח2,4,1,2,8
b1483,ב15 ללפ ש8 ח3,4,1,3,8
b1484,ב15 ללפ ש8 ח4,4,1,4,8
b1485,ב15 ללפ ש8 ח5,4,1,5,8
b1486,ב15 ללפ ש8 ח6,4,1,6,8
b1487,ב15 ללפ ש8 ח7,4,1,7,8
b1488,ב15 ללפ ש8 ח8,4,1,8,8
b1489,ב15 ללפ ש8 ח9,4,1,9,8
b1541,ב15 מיקו ש4 ח1,5,1,1,4
b1542,ב15 מיקו ש4 ח2,5,1,2,4
b1543,ב15 מיקו ש4 ח3,5,1,3,4
b1544,ב15 מיקו ש4 ח4,5,1,4,4
b1545,ב15 מיקו ש4 ח5,5,1,5,4
b1546,ב15 מיקו ש4 ח6,5,1,6,4
b1547,ב15 מיקו ש4 ח7,5,1,7,4
b1548,ב15 מיקו ש4 ח8,5,1,8,4
b1549,ב15 מיקו ש4 ח9,5,1,9,4
b1551,ב15 מיקו ש5 ח1,5,1,1,5
b1552,ב15 מיקו ש5 ח2,5,1,2,5
b1553,ב15 מיקו ש5 ח3,5,1,3,5
b1554,ב15 מיקו ש5 ח4,5,1,4,5
b1555,ב15 מיקו ש5 ח5,5,1,5,5
b1556,ב15 מיקו ש5 ח6,5,1,6,5
b1557,ב15 מיקו ש5 ח7,5,1,7,5
b1558,ב15 מיקו ש5 ח8,5,1,8,5
b1559,ב15 מיקו ש5 ח9,5,1,9,5
b1561,ב15 מיקו ש6 ח1,5,1,1,6
b1562,ב15 מיקו ש6 ח2,5,1,2,6
b1563,ב15 מיקו ש6 ח3,5,1,3,6
b1564,ב15 מיקו ש6 ח4,5,1,4,6
b1565,ב15 מיקו ש6 ח5,5,1,5,6
b1566,ב15 מיקו ש6 ח6,5,1,6,6
b1567,ב15 מיקו ש6 ח7,5,1,7,6
b1568,ב15 מיקו ש6 ח8,5,1,8,6
b1569,ב15 מיקו ש6 ח9,5,1,9,6
b1571,ב15 מיקו ש7 ח1,5,1,1,7
b1572,ב15 מיקו ש7 ח2,5,1,2,7
b1573,ב15 מיקו ש7 ח3,5,1,3,7
b1574,ב15 מיקו ש7 ח4,5,1,4,7
b1575,ב15 מיקו ש7 ח5,5,1,5,7
b1576,ב15 מיקו ש7 ח6,5,1,6,7
b1577,ב15 מיקו ש7 ח7,5,1,7,7
b1578,ב15 מיקו ש7 ח8,5,1,8,7
b1579,ב15 מיקו ש7 ח9,5,1,9,7
b1581,ב15 מיקו ש8 ח1,5,1,1,8
b1582,ב15 מיקו ש8 ח2,5,1,2,8
b1583,ב15 מיקו ש8 ח3,5,1,3,8
b1584,ב15 מיקו ש8 ח4,5,1,4,8
b1585,ב15 מיקו ש8 ח5,5,1,5,8
b1586,ב15 מיקו ש8 ח6,5,1,6,8
b1587,ב15 מיקו ש8 ח7,5,1,7,8
b1588,ב15 מיקו ש8 ח8,5,1,8,8
b1589,ב15 מיקו ש8 ח9,5,1,9,8
b1641,ב15 סופר מיקו ש4 ח1,6,1,1,4
b1642,ב15 סופר מיקו ש4 ח2,6,1,2,4
b1643,ב15 סופר מיקו ש4 ח3,6,1,3,4
b1644,ב15 סופר מיקו ש4 ח4,6,1,4,4
b1645,ב15 סופר מיקו ש4 ח5,6,1,5,4
b1646,ב15 סופר מיקו ש4 ח6,6,1,6,4
b1647,ב15 סופר מיקו ש4 ח7,6,1,7,4
b1648,ב15 סופר מיקו ש4 ח8,6,1,8,4
b1649,ב15 סופר מיקו ש4 ח9,6,1,9,4
b1651,ב15 סופר מיקו ש5 ח1,6,1,1,5
b1652,ב15 סופר מיקו ש5 ח2,6,1,2,5
b1653,ב15 סופר מיקו ש5 ח3,6,1,3,5
b1654,ב15 סופר מיקו ש5 ח4,6,1,4,5
b1655,ב15 סופר מיקו ש5 ח5,6,1,5,5
b1656,ב15 סופר מיקו ש5 ח6,6,1,6,5
b1657,ב15 סופר מיקו ש5 ח7,6,1,7,5
b1658,ב15 סופר מיקו ש5 ח8,6,1,8,5
b1659,ב15 סופר מיקו ש5 ח9,6,1,9,5
b1661,ב15 סופר מיקו ש6 ח1,6,1,1,6
b1662,ב15 סופר מיקו ש6 ח2,6,1,2,6
b1663,ב15 סופר מיקו ש6 ח3,6,1,3,6
b1664,ב15 סופר מיקו ש6 ח4,6,1,4,6
b1665,ב15 סופר מיקו ש6 ח5,6,1,5,6
b1666,ב15 סופר מיקו ש6 ח6,6,1,6,6
b1667,ב15 סופר מיקו ש6 ח7,6,1,7,6
b1668,ב15 סופר מיקו ש6 ח8,6,1,8,6
b1669,ב15 סופר מיקו ש6 ח9,6,1,9,6
b1671,ב15 סופר מיקו ש7 ח1,6,1,1,7
b1672,ב15 סופר מיקו ש7 ח2,6,1,2,7
b1673,ב15 סופר מיקו ש7 ח3,6,1,3,7
b1674,ב15 סופר מיקו ש7 ח4,6,1,4,7
b1675,ב15 סופר מיקו ש7 ח5,6,1,5,7
b1676,ב15 סופר מיקו ש7 ח6,6,1,6,7
b1677,ב15 סופר מיקו ש7 ח7,6,1,7,7
b1678,ב15 סופר מיקו ש7 ח8,6,1,8,7
b1679,ב15 סופר מיקו ש7 ח9,6,1,9,7
b1681,ב15 סופר מיקו ש8 ח1,6,1,1,8
b1682,ב15 סופר מיקו ש8 ח2,6,1,2,8
b1683,ב15 סופר מיקו ש8 ח3,6,1,3,8
b1684,ב15 סופר מיקו ש8 ח4,6,1,4,8
b1685,ב15 סופר מיקו ש8 ח5,6,1,5,8
b1686,ב15 סופר מיקו ש8 ח6,6,1,6,8
b1687,ב15 סופר מיקו ש8 ח7,6,1,7,8
b1688,ב15 סופר מיקו ש8 ח8,6,1,8,8
b1689,ב15 סופר מיקו ש8 ח9,6,1,9,8
b2141,ב20 פוליה ש4 ח1,1,2,1,4
b2142,ב20 פוליה ש4 ח2,1,2,2,4
b2143,ב20 פוליה ש4 ח3,1,2,3,4
b2144,ב20 פוליה ש4 ח4,1,2,4,4
b2145,ב20 פוליה ש4 ח5,1,2,5,4
b2146,ב20 פוליה ש4 ח6,1,2,6,4
b2147,ב20 פוליה ש4 ח7,1,2,7,4
b2148,ב20 פוליה ש4 ח8,1,2,8,4
b2149,ב20 פוליה ש4 ח9,1,2,9,4
b2151,ב20 פוליה ש5 ח1,1,2,1,5
b2152,ב20 פוליה ש5 ח2,1,2,2,5
b2153,ב20 פוליה ש5 ח3,1,2,3,5
b2154,ב20 פוליה ש5 ח4,1,2,4,5
b2155,ב20 פוליה ש5 ח5,1,2,5,5
b2156,ב20 פוליה ש5 ח6,1,2,6,5
b2157,ב20 פוליה ש5 ח7,1,2,7,5
b2158,ב20 פוליה ש5 ח8,1,2,8,5
b2159,ב20 פוליה ש5 ח9,1,2,9,5
b2161,ב20 פוליה ש6 ח1,1,2,1,6
b2162,ב20 פוליה ש6 ח2,1,2,2,6
b2163,ב20 פוליה ש6 ח3,1,2,3,6
b2164,ב20 פוליה ש6 ח4,1,2,4,6
b2165,ב20 פוליה ש6 ח5,1,2,5,6
b2166,ב20 פוליה ש6 ח6,1,2,6,6
b2167,ב20 פוליה ש6 ח7,1,2,7,6
b2168,ב20 פוליה ש6 ח8,1,2,8,6
b2169,ב20 פוליה ש6 ח9,1,2,9,6
b2171,ב20 פוליה ש7 ח1,1,2,1,7
b2172,ב20 פוליה ש7 ח2,1,2,2,7
b2173,ב20 פוליה ש7 ח3,1,2,3,7
b2174,ב20 פוליה ש7 ח4,1,2,4,7
b2175,ב20 פוליה ש7 ח5,1,2,5,7
b2176,ב20 פוליה ש7 ח6,1,2,6,7
b2177,ב20 פוליה ש7 ח7,1,2,7,7
b2178,ב20 פוליה ש7 ח8,1,2,8,7
b2179,ב20 פוליה ש7 ח9,1,2,9,7
b2181,ב20 פוליה ש8 ח1,1,2,1,8
b2182,ב20 פוליה ש8 ח2,1,2,2,8
b2183,ב20 פוליה ש8 ח3,1,2,3,8
b2184,ב20 פוליה ש8 ח4,1,2,4,8
b2185,ב20 פוליה ש8 ח5,1,2,5,8
b2186,ב20 פוליה ש8 ח6,1,2,6,8
b2187,ב20 פוליה ש8 ח7,1,2,7,8
b2188,ב20 פוליה ש8 ח8,1,2,8,8
b2189,ב20 פוליה ש8 ח9,1,2,9,8
b2241,ב20 משאבה ש4 ח1,2,2,1,4
b2242,ב20 משאבה ש4 ח2,2,2,2,4
b2243,ב20 משאבה ש4 ח3,2,2,3,4
b2244,ב20 משאבה ש4 ח4,2,2,4,4
b2245,ב20 משאבה ש4 ח5,2,2,5,4
b2246,ב20 משאבה ש4 ח6,2,2,6,4
b2247,ב20 משאבה ש4 ח7,2,2,7,4
b2248,ב20 משאבה ש4 ח8,2,2,8,4
b2249,ב20 משאבה ש4 ח9,2,2,9,4
b2251,ב20 משאבה ש5 ח1,2,2,1,5
b2252,ב20 משאבה ש5 ח2,2,2,2,5
b2253,ב20 משאבה ש5 ח3,2,2,3,5
b2254,ב20 משאבה ש5 ח4,2,2,4,5
b2255,ב20 משאבה ש5 ח5,2,2,5,5
b2256,ב20 משאבה ש5 ח6,2,2,6,5
b2257,ב20 משאבה ש5 ח7,2,2,7,5
b2258,ב20 משאבה ש5 ח8,2,2,8,5
b2259,ב20 משאבה ש5 ח9,2,2,9,5
b2261,ב20 משאבה ש6 ח1,2,2,1,6
b2262,ב20 משאבה ש6 ח2,2,2,2,6
b2263,ב20 משאבה ש6 ח3,2,2,3,6
b2264,ב20 משאבה ש6 ח4,2,2,4,6
b2265,ב20 משאבה ש6 ח5,2,2,5,6
b2266,ב20 משאבה ש6 ח6,2,2,6,6
b2267,ב20 משאבה ש6 ח7,2,2,7,6
b2268,ב20 משאבה ש6 ח8,2,2,8,6
b2269,ב20 משאבה ש6 ח9,2,2,9,6
b2271,ב20 משאבה ש7 ח1,2,2,1,7
b2272,ב20 משאבה ש7 ח2,2,2,2,7
b2273,ב20 משאבה ש7 ח3,2,2,3,7
b2274,ב20 משאבה ש7 ח4,2,2,4,7
b2275,ב20 משאבה ש7 ח5,2,2,5,7
b2276,ב20 משאבה ש7 ח6,2,2,6,7
b2277,ב20 משאבה ש7 ח7,2,2,7,7
b2278,ב20 משאבה ש7 ח8,2,2,8,7
b2279,ב20 משאבה ש7 ח9,2,2,9,7
b2281,ב20 משאבה ש8 ח1,2,2,1,8
b2282,ב20 משאבה ש8 ח2,2,2,2,8
b2283,ב20 משאבה ש8 ח3,2,2,3,8
b2284,ב20 משאבה ש8 ח4,2,2,4,8
b2285,ב20 משאבה ש8 ח5,2,2,5,8
b2286,ב20 משאבה ש8 ח6,2,2,6,8
b2287,ב20 משאבה ש8 ח7,2,2,7,8
b2288,ב20 משאבה ש8 ח8,2,2,8,8
b2289,ב20 משאבה ש8 ח9,2,2,9,8
b2341,ב20 עדש ש4 ח1,3,2,1,4
b2342,ב20 עדש ש4 ח2,3,2,2,4
b2343,ב20 עדש ש4 ח3,3,2,3,4
b2344,ב20 עדש ש4 ח4,3,2,4,4
b2345,ב20 עדש ש4 ח5,3,2,5,4
b2346,ב20 עדש ש4 ח6,3,2,6,4
b2347,ב20 עדש ש4 ח7,3,2,7,4
b2348,ב20 עדש ש4 ח8,3,2,8,4
b2349,ב20 עדש ש4 ח9,3,2,9,4
b2351,ב20 עדש ש5 ח1,3,2,1,5
b2352,ב20 עדש ש5 ח2,3,2,2,5
b2353,ב20 עדש ש5 ח3,3,2,3,5
b2354,ב20 עדש ש5 ח4,3,2,4,5
b2355,ב20 עדש ש5 ח5,3,2,5,5
b2356,ב20 עדש ש5 ח6,3,2,6,5
b2357,ב20 עדש ש5 ח7,3,2,7,5
b2358,ב20 עדש ש5 ח8,3,2,8,5
b2359,ב20 עדש ש5 ח9,3,2,9,5
b2361,ב20 עדש ש6 ח1,3,2,1,6
b2362,ב20 עדש ש6 ח2,3,2,2,6
b2363,ב20 עדש ש6 ח3,3,2,3,6
b2364,ב20 עדש ש6 ח4,3,2,4,6
b2365,ב20 עדש ש6 ח5,3,2,5,6
b2366,ב20 עדש ש6 ח6,3,2,6,6
b2367,ב20 עדש ש6 ח7,3,2,7,6
b2368,ב20 עדש ש6 ח8,3,2,8,6
b2369,ב20 עדש ש6 ח9,3,2,9,6
b2371,ב20 עדש ש7 ח1,3,2,1,7
b2372,ב20 עדש ש7 ח2,3,2,2,7
b2373,ב20 עדש ש7 ח3,3,2,3,7
b2374,ב20 עדש ש7 ח4,3,2,4,7
b2375,ב20 עדש ש7 ח5,3,2,5,7
b2376,ב20 עדש ש7 ח6,3,2,6,7
b2377,ב20 עדש ש7 ח7,3,2,7,7
b2378,ב20 עדש ש7 ח8,3,2,8,7
b2379,ב20 עדש ש7 ח9,3,2,9,7
b2381,ב20 עדש ש8 ח1,3,2,1,8
b2382,ב20 עדש ש8 ח2,3,2,2,8
b2383,ב20 עדש ש8 ח3,3,2,3,8
b2384,ב20 עדש ש8 ח4,3,2,4,8
b2385,ב20 עדש ש8 ח5,3,2,5,8
b2386,ב20 עדש ש8 ח6,3,2,6,8
b2387,ב20 עדש ש8 ח7,3,2,7,8
b2388,ב20 עדש ש8 ח8,3,2,8,8
b2389,ב20 עדש ש8 ח9,3,2,9,8
b2441,ב20 ללפ ש4 ח1,4,2,1,4
b2442,ב20 ללפ ש4 ח2,4,2,2,4
b2443,ב20 ללפ ש4 ח3,4,2,3,4
b2444,ב20 ללפ ש4 ח4,4,2,4,4
b2445,ב20 ללפ ש4 ח5,4,2,5,4
b2446,ב20 ללפ ש4 ח6,4,2,6,4
b2447,ב20 ללפ ש4 ח7,4,2,7,4
b2448,ב20 ללפ ש4 ח8,4,2,8,4
b2449,ב20 ללפ ש4 ח9,4,2,9,4
b2451,ב20 ללפ ש5 ח1,4,2,1,5
b2452,ב20 ללפ ש5 ח2,4,2,2,5
b2453,ב20 ללפ ש5 ח3,4,2,3,5
b2454,ב20 ללפ ש5 ח4,4,2,4,5
b2455,ב20 ללפ ש5 ח5,4,2,5,5
b2456,ב20 ללפ ש5 ח6,4,2,6,5
b2457,ב20 ללפ ש5 ח7,4,2,7,5
b2458,ב20 ללפ ש5 ח8,4,2,8,5
b2459,ב20 ללפ ש5 ח9,4,2,9,5
b2461,ב20 ללפ ש6 ח1,4,2,1,6
b2462,ב20 ללפ ש6 ח2,4,2,2,6
b2463,ב20 ללפ ש6 ח3,4,2,3,6
b2464,ב20 ללפ ש6 ח4,4,2,4,6
b2465,ב20 ללפ ש6 ח5,4,2,5,6
b2466,ב20 ללפ ש6 ח6,4,2,6,6
b2467,ב20 ללפ ש6 ח7,4,2,7,6
b2468,ב20 ללפ ש6 ח8,4,2,8,6
b2469,ב20 ללפ ש6 ח9,4,2,9,6
b2471,ב20 ללפ ש7 ח1,4,2,1,7
b2472,ב20 ללפ ש7 ח2,4,2,2,7
b2473,ב20 ללפ ש7 ח3,4,2,3,7
b2474,ב20 ללפ ש7 ח4,4,2,4,7
b2475,ב20 ללפ ש7 ח5,4,2,5,7
b2476,ב20 ללפ ש7 ח6,4,2,6,7
b2477,ב20 ללפ ש7 ח7,4,2,7,7
b2478,ב20 ללפ ש7 ח8,4,2,8,7
b2479,ב20 ללפ ש7 ח9,4,2,9,7
b2481,ב20 ללפ ש8 ח1,4,2,1,8
b2482,ב20 ללפ ש8 ח2,4,2,2,8
b2483,ב20 ללפ ש8 ח3,4,2,3,8
b2484,ב20 ללפ ש8 ח4,4,2,4,8
b2485,ב20 ללפ ש8 ח5,4,2,5,8
b2486,ב20 ללפ ש8 ח6,4,2,6,8
b2487,ב20 ללפ ש8 ח7,4,2,7,8
b2488,ב20 ללפ ש8 ח8,4,2,8,8
b2489,ב20 ללפ ש8 ח9,4,2,9,8
b2541,ב20 מיקו ש4 ח1,5,2,1,4
b2542,ב20 מיקו ש4 ח2,5,2,2,4
b2543,ב20 מיקו ש4 ח3,5,2,3,4
b2544,ב20 מיקו ש4 ח4,5,2,4,4
b2545,ב20 מיקו ש4 ח5,5,2,5,4
b2546,ב20 מיקו ש4 ח6,5,2,6,4
b2547,ב20 מיקו ש4 ח7,5,2,7,4
b2548,ב20 מיקו ש4 ח8,5,2,8,4
b2549,ב20 מיקו ש4 ח9,5,2,9,4
b2551,ב20 מיקו ש5 ח1,5,2,1,5
b2552,ב20 מיקו ש5 ח2,5,2,2,5
b2553,ב20 מיקו ש5 ח3,5,2,3,5
b2554,ב20 מיקו ש5 ח4,5,2,4,5
b2555,ב20 מיקו ש5 ח5,5,2,5,5
b2556,ב20 מיקו ש5 ח6,5,2,6,5
b2557,ב20 מיקו ש5 ח7,5,2,7,5
b2558,ב20 מיקו ש5 ח8,5,2,8,5
b2559,ב20 מיקו ש5 ח9,5,2,9,5
b2561,ב20 מיקו ש6 ח1,5,2,1,6
b2562,ב20 מיקו ש6 ח2,5,2,2,6
b2563,ב20 מיקו ש6 ח3,5,2,3,6
b2564,ב20 מיקו ש6 ח4,5,2,4,6
b2565,ב20 מיקו ש6 ח5,5,2,5,6
b2566,ב20 מיקו ש6 ח6,5,2,6,6
b2567,ב20 מיקו ש6 ח7,5,2,7,6
b2568,ב20 מיקו ש6 ח8,5,2,8,6
b2569,ב20 מיקו ש6 ח9,5,2,9,6
b2571,ב20 מיקו ש7 ח1,5,2,1,7
b2572,ב20 מיקו ש7 ח2,5,2,2,7
b2573,ב20 מיקו ש7 ח3,5,2,3,7
b2574,ב20 מיקו ש7 ח4,5,2,4,7
b2575,ב20 מיקו ש7 ח5,5,2,5,7
b2576,ב20 מיקו ש7 ח6,5,2,6,7
b2577,ב20 מיקו ש7 ח7,5,2,7,7
b2578,ב20 מיקו ש7 ח8,5,2,8,7
b2579,ב20 מיקו ש7 ח9,5,2,9,7
b2581,ב20 מיקו ש8 ח1,5,2,1,8
b2582,ב20 מיקו ש8 ח2,5,2,2,8
b2583,ב20 מיקו ש8 ח3,5,2,3,8
b2584,ב20 מיקו ש8 ח4,5,2,4,8
b2585,ב20 מיקו ש8 ח5,5,2,5,8
b2586,ב20 מיקו ש8 ח6,5,2,6,8
b2587,ב20 מיקו ש8 ח7,5,2,7,8
b2588,ב20 מיקו ש8 ח8,5,2,8,8
b2589,ב20 מיקו ש8 ח9,5,2,9,8
b2641,ב20 סופר מיקו ש4 ח1,6,2,1,4
